model,prompt_style,feature,bias_value,p_value,metric,significant
openai_gpt-4o-mini,controversial,avg_word_length,-0.11186191512165408,3.148266922973591e-06,Cohen's d,True
openai_gpt-4o-mini,controversial,sentiment_polarity,-0.5238305494062028,6.03624698798517e-39,Cohen's d,True
openai_gpt-4o-mini,controversial,sentiment_subjectivity,0.10059516110506936,0.00033876127739034304,Cohen's d,True
openai_gpt-4o-mini,controversial,has_emoji,0.05271258283180642,1.3549164147850498e-07,Cramér's V,True
openai_gpt-4o-mini,controversial,has_hashtag,0.023107309026406023,0.020847723207536962,Cramér's V,True
openai_gpt-4o-mini,controversial,has_mention,0.0010425192203062058,0.9169694305929342,Cramér's V,False
openai_gpt-4o-mini,controversial,has_url,0.02786564565328601,0.005327000498236974,Cramér's V,True
openai_gpt-4o-mini,controversial,polarization_score,0.7412547964084497,1.3359702670849704e-36,Cohen's d,True
openai_gpt-4o-mini,controversial,controversy_level,0.14143268301596015,3.6609583824812164e-44,Cramér's V,True
openai_gpt-4o-mini,controversial,primary_topic,0.21441996327520235,2.9963101683251753e-94,Cramér's V,True
openai_gpt-4o-mini,controversial,toxicity,0.2234875296102865,5.1741463776749e-07,Cohen's d,True
openai_gpt-4o-mini,controversial,severe_toxicity,0.2234875296102865,5.1741463776749e-07,Cohen's d,True
openai_gpt-4o-mini,neutral,author_gender,0.012099125213580883,0.22631246199605043,Cramér's V,False
openai_gpt-4o-mini,neutral,author_political_leaning,0.02816214394359099,0.09413631717230217,Cramér's V,False
openai_gpt-4o-mini,neutral,author_is_minority,0.0161840134580822,0.10557613217593696,Cramér's V,False
openai_gpt-4o-mini,neutral,text_length,0.49643996278817903,2.7179122548944594e-42,Cohen's d,True
openai_gpt-4o-mini,neutral,avg_word_length,-0.09720325595541418,0.0006704472626411179,Cohen's d,True
openai_gpt-4o-mini,neutral,sentiment_polarity,-0.14349419990493728,0.00024258763223081493,Cohen's d,True
openai_gpt-4o-mini,neutral,sentiment_subjectivity,0.1517842002049304,5.118573727005034e-07,Cohen's d,True
openai_gpt-4o-mini,neutral,has_emoji,0.040530112983799244,5.056255950385258e-05,Cramér's V,True
openai_gpt-4o-mini,neutral,has_hashtag,0.030579738111006675,0.0022283904991756303,Cramér's V,True
openai_gpt-4o-mini,neutral,has_mention,0.02147809716899464,0.031728874789935343,Cramér's V,True
openai_gpt-4o-mini,neutral,has_url,0.07248553816706527,4.2124505650591786e-13,Cramér's V,True
openai_gpt-4o-mini,neutral,polarization_score,0.4507441586330382,2.0006207801508913e-19,Cohen's d,True
openai_gpt-4o-mini,neutral,controversy_level,0.07487458743889326,6.703213164315426e-13,Cramér's V,True
openai_gpt-4o-mini,neutral,primary_topic,0.1630100649386024,7.959986431409109e-53,Cramér's V,True
openai_gpt-4o-mini,neutral,toxicity,0.15057440321796342,0.00024543664840547983,Cohen's d,True
openai_gpt-4o-mini,neutral,severe_toxicity,0.15057440321796342,0.00024543664840547983,Cohen's d,True
